REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2018 ","PERCENT OF PERSONS
AGES 25-64
2018","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2018","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2018"
"Texas, Congressional District 18 (113th - current)",Graduate Degree,"38,000",8.6,7.9,9.4
"Texas, Congressional District 19 (113th - current)",Not a high school graduate,"54,000",15.6,14.5,16.7
"Texas, Congressional District 19 (113th - current)",High school diploma or GED,"185,000",53.1,51.5,54.8
"Texas, Congressional District 19 (113th - current)",Associate's Degree,"27,000",7.6,6.9,8.4
"Texas, Congressional District 19 (113th - current)",Bachelor's Degree,"54,000",15.6,14.6,16.6
"Texas, Congressional District 19 (113th - current)",Graduate Degree,"28,000",8.1,7.4,8.8
"Texas, Congressional District 20 (113th - current)",Not a high school graduate,"69,000",16.1,14.9,17.4
"Texas, Congressional District 20 (113th - current)",High school diploma or GED,"210,000",49.2,47.5,50.9
"Texas, Congressional District 20 (113th - current)",Associate's Degree,"39,000",9.1,8.2,9.9
"Texas, Congressional District 20 (113th - current)",Bachelor's Degree,"73,000",17.0,15.9,18.1
"Texas, Congressional District 20 (113th - current)",Graduate Degree,"37,000",8.6,7.8,9.3
"Texas, Congressional District 21 (113th - current)",Not a high school graduate,"32,000",7.3,6.5,8.1
"Texas, Congressional District 21 (113th - current)",High school diploma or GED,"169,000",38.1,36.6,39.7
"Texas, Congressional District 21 (113th - current)",Associate's Degree,"30,000",6.8,6.0,7.5
"Texas, Congressional District 21 (113th - current)",Bachelor's Degree,"139,000",31.2,29.9,32.6
"Texas, Congressional District 21 (113th - current)",Graduate Degree,"73,000",16.5,15.5,17.5
"Texas, Congressional District 22 (113th - current)",Not a high school graduate,"40,000",7.9,7.0,8.8
"Texas, Congressional District 22 (113th - current)",High school diploma or GED,"186,000",37.3,35.5,39.1
"Texas, Congressional District 22 (113th - current)",Associate's Degree,"36,000",7.2,6.4,8.0
"Texas, Congressional District 22 (113th - current)",Bachelor's Degree,"146,000",29.2,27.8,30.7
"Texas, Congressional District 22 (113th - current)",Graduate Degree,"92,000",18.3,17.2,19.4
"Texas, Congressional District 23 (113th - current)",Not a high school graduate,"78,000",19.6,18.3,20.9
"Texas, Congressional District 23 (113th - current)",High school diploma or GED,"201,000",50.4,48.7,52.1
"Texas, Congressional District 23 (113th - current)",Associate's Degree,"30,000",7.6,6.7,8.4
"Texas, Congressional District 23 (113th - current)",Bachelor's Degree,"57,000",14.4,13.4,15.3
"Texas, Congressional District 23 (113th - current)",Graduate Degree,"32,000",8.1,7.4,8.8
"Texas, Congressional District 24 (113th - current)",Not a high school graduate,"42,000",8.9,8.1,9.7
"Texas, Congressional District 24 (113th - current)",High school diploma or GED,"163,000",34.7,33.2,36.1
"Texas, Congressional District 24 (113th - current)",Associate's Degree,"36,000",7.7,7.0,8.5
"Texas, Congressional District 24 (113th - current)",Bachelor's Degree,"151,000",32.0,30.9,33.2
"Texas, Congressional District 24 (113th - current)",Graduate Degree,"78,000",16.6,15.8,17.5
"Texas, Congressional District 25 (113th - current)",Not a high school graduate,"37,000",9.1,8.3,9.9
"Texas, Congressional District 25 (113th - current)",High school diploma or GED,"180,000",43.9,42.5,45.4
"Texas, Congressional District 25 (113th - current)",Associate's Degree,"28,000",6.9,6.2,7.6
"Texas, Congressional District 25 (113th - current)",Bachelor's Degree,"103,000",25.1,23.9,26.3
"Texas, Congressional District 25 (113th - current)",Graduate Degree,"61,000",15.0,14.0,16.0
"Texas, Congressional District 26 (113th - current)",Not a high school graduate,"31,000",6.4,5.7,7.2
"Texas, Congressional District 26 (113th - current)",High school diploma or GED,"187,000",38.3,36.8,39.8
"Texas, Congressional District 26 (113th - current)",Associate's Degree,"35,000",7.2,6.5,7.9
"Texas, Congressional District 26 (113th - current)",Bachelor's Degree,"162,000",33.0,31.7,34.4
"Texas, Congressional District 26 (113th - current)",Graduate Degree,"74,000",15.0,14.1,16.0
"Texas, Congressional District 27 (113th - current)",Not a high school graduate,"56,000",15.1,14.0,16.3
"Texas, Congressional District 27 (113th - current)",High school diploma or GED,"208,000",56.4,54.5,58.2
"Texas, Congressional District 27 (113th - current)",Associate's Degree,"32,000",8.8,8.0,9.6
"Texas, Congressional District 27 (113th - current)",Bachelor's Degree,"50,000",13.6,12.7,14.5
"Texas, Congressional District 27 (113th - current)",Graduate Degree,"23,000",6.2,5.5,6.8
"Texas, Congressional District 28 (113th - current)",Not a high school graduate,"84,000",23.3,21.9,24.7
"Texas, Congressional District 28 (113th - current)",High school diploma or GED,"178,000",49.5,47.6,51.3
"Texas, Congressional District 28 (113th - current)",Associate's Degree,"26,000",7.2,6.4,8.0
"Texas, Congressional District 28 (113th - current)",Bachelor's Degree,"50,000",13.7,12.6,14.8
"Texas, Congressional District 28 (113th - current)",Graduate Degree,"23,000",6.3,5.5,7.1
"Texas, Congressional District 29 (113th - current)",Not a high school graduate,"145,000",37.3,35.7,38.9
"Texas, Congressional District 29 (113th - current)",High school diploma or GED,"181,000",46.4,44.7,48.1
"Texas, Congressional District 29 (113th - current)",Associate's Degree,"21,000",5.3,4.6,6.1
"Texas, Congressional District 29 (113th - current)",Bachelor's Degree,"30,000",7.7,6.9,8.6
"Texas, Congressional District 29 (113th - current)",Graduate Degree,"13,000",3.2,2.6,3.9
"Texas, Congressional District 30 (113th - current)",Not a high school graduate,"87,000",21.1,19.9,22.4
"Texas, Congressional District 30 (113th - current)",High school diploma or GED,"217,000",52.6,50.8,54.5
"Texas, Congressional District 30 (113th - current)",Associate's Degree,"23,000",5.5,4.8,6.1
"Texas, Congressional District 30 (113th - current)",Bachelor's Degree,"58,000",13.9,12.9,15.0
"Texas, Congressional District 30 (113th - current)",Graduate Degree,"28,000",6.8,6.2,7.5
"Texas, Congressional District 31 (113th - current)",Not a high school graduate,"34,000",7.3,6.4,8.2
"Texas, Congressional District 31 (113th - current)",High school diploma or GED,"209,000",44.8,43.1,46.5
"Texas, Congressional District 31 (113th - current)",Associate's Degree,"50,000",10.6,9.7,11.6
"Texas, Congressional District 31 (113th - current)",Bachelor's Degree,"116,000",24.7,23.6,25.8
"Texas, Congressional District 31 (113th - current)",Graduate Degree,"59,000",12.5,11.7,13.4
"Texas, Congressional District 32 (113th - current)",Not a high school graduate,"56,000",12.9,11.9,13.9
"Texas, Congressional District 32 (113th - current)",High school diploma or GED,"151,000",35.1,33.6,36.7
"Texas, Congressional District 32 (113th - current)",Associate's Degree,"27,000",6.2,5.6,6.8
"Texas, Congressional District 32 (113th - current)",Bachelor's Degree,"122,000",28.3,27.2,29.4
"Texas, Congressional District 32 (113th - current)",Graduate Degree,"75,000",17.5,16.6,18.4
"Texas, Congressional District 33 (113th - current)",Not a high school graduate,"146,000",37.8,36.3,39.4
"Texas, Congressional District 33 (113th - current)",High school diploma or GED,"178,000",46.2,44.7,47.8
"Texas, Congressional District 33 (113th - current)",Associate's Degree,"19,000",4.8,4.2,5.5
"Texas, Congressional District 33 (113th - current)",Bachelor's Degree,"31,000",8.1,7.3,8.9
"Texas, Congressional District 33 (113th - current)",Graduate Degree,"12,000",3.0,2.6,3.5
"Texas, Congressional District 34 (113th - current)",Not a high school graduate,"87,000",26.2,24.6,27.8
"Texas, Congressional District 34 (113th - current)",High school diploma or GED,"167,000",50.2,48.3,52.1
"Texas, Congressional District 34 (113th - current)",Associate's Degree,"24,000",7.1,6.2,8.0
"Texas, Congressional District 34 (113th - current)",Bachelor's Degree,"39,000",11.8,10.7,12.9
"Texas, Congressional District 34 (113th - current)",Graduate Degree,"16,000",4.7,4.1,5.3
"Texas, Congressional District 35 (113th - current)",Not a high school graduate,"83,000",18.4,17.1,19.7
"Texas, Congressional District 35 (113th - current)",High school diploma or GED,"232,000",51.7,50.0,53.4
"Texas, Congressional District 35 (113th - current)",Associate's Degree,"30,000",6.8,6.0,7.5
"Texas, Congressional District 35 (113th - current)",Bachelor's Degree,"76,000",16.8,15.6,18.0
"Texas, Congressional District 35 (113th - current)",Graduate Degree,"29,000",6.3,5.7,7.0
"Texas, Congressional District 36 (113th - current)",Not a high school graduate,"61,000",16.2,15.0,17.4
"Texas, Congressional District 36 (113th - current)",High school diploma or GED,"216,000",57.1,55.4,58.9
"Texas, Congressional District 36 (113th - current)",Associate's Degree,"32,000",8.6,7.8,9.3
"Texas, Congressional District 36 (113th - current)",Bachelor's Degree,"46,000",12.1,11.2,13.0
"Texas, Congressional District 36 (113th - current)",Graduate Degree,"23,000",6.0,5.3,6.7
"Utah, Congressional District 1 (113th - current)",Not a high school graduate,"27,000",7.2,6.4,8.0
"Utah, Congressional District 1 (113th - current)",High school diploma or GED,"191,000",51.1,49.6,52.7
"Utah, Congressional District 1 (113th - current)",Associate's Degree,"36,000",9.6,8.9,10.3
"Utah, Congressional District 1 (113th - current)",Bachelor's Degree,"84,000",22.4,21.4,23.4
"Utah, Congressional District 1 (113th - current)",Graduate Degree,"36,000",9.6,8.9,10.3
"Utah, Congressional District 2 (113th - current)",Not a high school graduate,"36,000",9.5,8.6,10.5
"Utah, Congressional District 2 (113th - current)",High school diploma or GED,"174,000",45.6,44.0,47.2
"Utah, Congressional District 2 (113th - current)",Associate's Degree,"41,000",10.8,10.0,11.7
"Utah, Congressional District 2 (113th - current)",Bachelor's Degree,"84,000",22.0,20.9,23.2
"Utah, Congressional District 2 (113th - current)",Graduate Degree,"46,000",12.0,11.2,12.8
"Utah, Congressional District 3 (113th - current)",Not a high school graduate,"18,000",5.3,4.7,5.9
"Utah, Congressional District 3 (113th - current)",High school diploma or GED,"138,000",40.2,38.9,41.6
"Utah, Congressional District 3 (113th - current)",Associate's Degree,"39,000",11.5,10.7,12.3
"Utah, Congressional District 3 (113th - current)",Bachelor's Degree,"99,000",28.8,27.7,29.9
"Utah, Congressional District 3 (113th - current)",Graduate Degree,"49,000",14.3,13.4,15.1
"Utah, Congressional District 4 (113th - current)",Not a high school graduate,"34,000",8.0,7.2,8.8
"Utah, Congressional District 4 (113th - current)",High school diploma or GED,"203,000",48.1,46.6,49.6
"Utah, Congressional District 4 (113th - current)",Associate's Degree,"48,000",11.3,10.5,12.1
"Utah, Congressional District 4 (113th - current)",Bachelor's Degree,"94,000",22.3,21.1,23.4
"Utah, Congressional District 4 (113th - current)",Graduate Degree,"44,000",10.3,9.5,11.1
"Vermont, Congressional District (at Large) (113th - current)",Not a high school graduate,"17,000",5.4,4.7,6.0
"Vermont, Congressional District (at Large) (113th - current)",High school diploma or GED,"146,000",45.5,44.0,46.9
"Vermont, Congressional District (at Large) (113th - current)",Associate's Degree,"29,000",9.1,8.5,9.8
"Vermont, Congressional District (at Large) (113th - current)",Bachelor's Degree,"81,000",25.1,24.1,26.2
"Vermont, Congressional District (at Large) (113th - current)",Graduate Degree,"48,000",14.9,14.1,15.7
"Virginia, Congressional District 1 (113th - current)",Not a high school graduate,"32,000",7.6,6.8,8.4
"Virginia, Congressional District 1 (113th - current)",High school diploma or GED,"191,000",45.1,43.6,46.6
"Virginia, Congressional District 1 (113th - current)",Associate's Degree,"36,000",8.4,7.7,9.1
"Virginia, Congressional District 1 (113th - current)",Bachelor's Degree,"103,000",24.3,23.3,25.3
"Virginia, Congressional District 1 (113th - current)",Graduate Degree,"62,000",14.6,13.8,15.5
"Virginia, Congressional District 2 (113th - current)",Not a high school graduate,"24,000",6.1,5.4,6.7
"Virginia, Congressional District 2 (113th - current)",High school diploma or GED,"181,000",46.5,45.0,48.0
"Virginia, Congressional District 2 (113th - current)",Associate's Degree,"40,000",10.3,9.5,11.1
"Virginia, Congressional District 2 (113th - current)",Bachelor's Degree,"90,000",23.1,22.0,24.2
"Virginia, Congressional District 2 (113th - current)",Graduate Degree,"54,000",14.0,13.1,14.8
"Virginia, Congressional District 3 (113th - current)",Not a high school graduate,"33,000",8.4,7.5,9.2
"Virginia, Congressional District 3 (113th - current)",High school diploma or GED,"205,000",52.3,50.7,53.9
"Virginia, Congressional District 3 (113th - current)",Associate's Degree,"41,000",10.5,9.7,11.4
"Virginia, Congressional District 3 (113th - current)",Bachelor's Degree,"72,000",18.3,17.3,19.4
"Virginia, Congressional District 3 (113th - current)",Graduate Degree,"41,000",10.5,9.7,11.3
"Virginia, Congressional District 4 (113th - current)",Not a high school graduate,"45,000",11.1,10.1,12.0
"Virginia, Congressional District 4 (113th - current)",High school diploma or GED,"201,000",49.0,47.3,50.7
"Virginia, Congressional District 4 (113th - current)",Associate's Degree,"34,000",8.4,7.7,9.1
"Virginia, Congressional District 4 (113th - current)",Bachelor's Degree,"82,000",19.9,19.0,20.8
"Virginia, Congressional District 4 (113th - current)",Graduate Degree,"48,000",11.7,10.9,12.4
"Virginia, Congressional District 5 (113th - current)",Not a high school graduate,"39,000",10.6,9.7,11.4
"Virginia, Congressional District 5 (113th - current)",High school diploma or GED,"187,000",50.5,48.8,52.1
"Virginia, Congressional District 5 (113th - current)",Associate's Degree,"33,000",8.9,8.2,9.7
"Virginia, Congressional District 5 (113th - current)",Bachelor's Degree,"68,000",18.3,17.3,19.2
"Virginia, Congressional District 5 (113th - current)",Graduate Degree,"43,000",11.7,10.9,12.5
"Virginia, Congressional District 6 (113th - current)",Not a high school graduate,"37,000",10.1,9.2,11.0
"Virginia, Congressional District 6 (113th - current)",High school diploma or GED,"191,000",51.7,50.1,53.3
"Virginia, Congressional District 6 (113th - current)",Associate's Degree,"33,000",9.0,8.2,9.8
"Virginia, Congressional District 6 (113th - current)",Bachelor's Degree,"68,000",18.5,17.5,19.5
"Virginia, Congressional District 6 (113th - current)",Graduate Degree,"40,000",10.7,9.9,11.5
"Virginia, Congressional District 7 (113th - current)",Not a high school graduate,"35,000",8.2,7.4,9.0
"Virginia, Congressional District 7 (113th - current)",High school diploma or GED,"179,000",42.1,40.6,43.6
"Virginia, Congressional District 7 (113th - current)",Associate's Degree,"33,000",7.8,7.1,8.5
"Virginia, Congressional District 7 (113th - current)",Bachelor's Degree,"111,000",25.9,24.8,27.1
"Virginia, Congressional District 7 (113th - current)",Graduate Degree,"68,000",16.0,15.1,16.9
"Virginia, Congressional District 8 (113th - current)",Not a high school graduate,"31,000",6.6,5.9,7.3
"Virginia, Congressional District 8 (113th - current)",High school diploma or GED,"107,000",22.7,21.4,23.9
"Virginia, Congressional District 8 (113th - current)",Associate's Degree,"28,000",5.8,5.2,6.4
"Virginia, Congressional District 8 (113th - current)",Bachelor's Degree,"148,000",31.2,30.2,32.2
"Virginia, Congressional District 8 (113th - current)",Graduate Degree,"159,000",33.7,32.7,34.7
