REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2019 ","PERCENT OF PERSONS
AGES 25-64
2019","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2019","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2019"
"Texas, Congressional District 5 (113th - current)",Associate's Degree,"32,000",8.1,7.2,9.1
"Texas, Congressional District 5 (113th - current)",Bachelor's Degree,"53,000",13.6,12.6,14.6
"Texas, Congressional District 5 (113th - current)",Graduate Degree,"24,000",6.3,5.6,6.9
"Texas, Congressional District 6 (113th - current)",Not a high school graduate,"43,000",10.2,9.1,11.2
"Texas, Congressional District 6 (113th - current)",High school diploma or GED,"205,000",48.4,46.6,50.2
"Texas, Congressional District 6 (113th - current)",Associate's Degree,"37,000",8.7,7.8,9.5
"Texas, Congressional District 6 (113th - current)",Bachelor's Degree,"96,000",22.6,21.3,23.8
"Texas, Congressional District 6 (113th - current)",Graduate Degree,"43,000",10.2,9.3,11.1
"Texas, Congressional District 7 (113th - current)",Not a high school graduate,"41,000",9.6,8.4,10.7
"Texas, Congressional District 7 (113th - current)",High school diploma or GED,"144,000",33.2,31.3,35.1
"Texas, Congressional District 7 (113th - current)",Associate's Degree,"32,000",7.4,6.3,8.5
"Texas, Congressional District 7 (113th - current)",Bachelor's Degree,"133,000",30.6,29.0,32.2
"Texas, Congressional District 7 (113th - current)",Graduate Degree,"83,000",19.3,18.2,20.3
"Texas, Congressional District 8 (113th - current)",Not a high school graduate,"56,000",12.1,10.9,13.3
"Texas, Congressional District 8 (113th - current)",High school diploma or GED,"226,000",48.6,46.7,50.5
"Texas, Congressional District 8 (113th - current)",Associate's Degree,"34,000",7.4,6.5,8.3
"Texas, Congressional District 8 (113th - current)",Bachelor's Degree,"101,000",21.8,20.4,23.1
"Texas, Congressional District 8 (113th - current)",Graduate Degree,"47,000",10.2,9.2,11.2
"Texas, Congressional District 9 (113th - current)",Not a high school graduate,"89,000",21.3,19.9,22.8
"Texas, Congressional District 9 (113th - current)",High school diploma or GED,"190,000",45.8,43.6,48.1
"Texas, Congressional District 9 (113th - current)",Associate's Degree,"27,000",6.5,5.7,7.4
"Texas, Congressional District 9 (113th - current)",Bachelor's Degree,"72,000",17.2,15.9,18.5
"Texas, Congressional District 9 (113th - current)",Graduate Degree,"38,000",9.1,8.0,10.2
"Texas, Congressional District 10 (113th - current)",Not a high school graduate,"40,000",8.1,7.2,9.1
"Texas, Congressional District 10 (113th - current)",High school diploma or GED,"205,000",41.2,39.4,43.0
"Texas, Congressional District 10 (113th - current)",Associate's Degree,"40,000",8.0,7.2,8.9
"Texas, Congressional District 10 (113th - current)",Bachelor's Degree,"136,000",27.3,26.0,28.6
"Texas, Congressional District 10 (113th - current)",Graduate Degree,"76,000",15.3,14.4,16.3
"Texas, Congressional District 11 (113th - current)",Not a high school graduate,"56,000",14.3,13.0,15.5
"Texas, Congressional District 11 (113th - current)",High school diploma or GED,"218,000",55.3,53.4,57.2
"Texas, Congressional District 11 (113th - current)",Associate's Degree,"31,000",7.7,6.9,8.6
"Texas, Congressional District 11 (113th - current)",Bachelor's Degree,"61,000",15.5,14.4,16.6
"Texas, Congressional District 11 (113th - current)",Graduate Degree,"28,000",7.2,6.4,7.9
"Texas, Congressional District 12 (113th - current)",Not a high school graduate,"45,000",10.2,9.1,11.2
"Texas, Congressional District 12 (113th - current)",High school diploma or GED,"216,000",48.3,46.4,50.2
"Texas, Congressional District 12 (113th - current)",Associate's Degree,"40,000",9.1,8.1,10.1
"Texas, Congressional District 12 (113th - current)",Bachelor's Degree,"100,000",22.4,21.2,23.5
"Texas, Congressional District 12 (113th - current)",Graduate Degree,"45,000",10.1,9.3,10.9
"Texas, Congressional District 13 (113th - current)",Not a high school graduate,"52,000",14.7,13.7,15.8
"Texas, Congressional District 13 (113th - current)",High school diploma or GED,"198,000",56.0,54.3,57.6
"Texas, Congressional District 13 (113th - current)",Associate's Degree,"30,000",8.5,7.7,9.3
"Texas, Congressional District 13 (113th - current)",Bachelor's Degree,"53,000",14.9,14.0,15.8
"Texas, Congressional District 13 (113th - current)",Graduate Degree,"21,000",5.9,5.2,6.5
"Texas, Congressional District 14 (113th - current)",Not a high school graduate,"49,000",12.2,11.2,13.3
"Texas, Congressional District 14 (113th - current)",High school diploma or GED,"211,000",52.9,51.0,54.7
"Texas, Congressional District 14 (113th - current)",Associate's Degree,"38,000",9.4,8.6,10.3
"Texas, Congressional District 14 (113th - current)",Bachelor's Degree,"68,000",17.1,15.9,18.3
"Texas, Congressional District 14 (113th - current)",Graduate Degree,"33,000",8.4,7.5,9.2
"Texas, Congressional District 15 (113th - current)",Not a high school graduate,"94,000",24.5,22.9,26.2
"Texas, Congressional District 15 (113th - current)",High school diploma or GED,"181,000",47.3,45.4,49.2
"Texas, Congressional District 15 (113th - current)",Associate's Degree,"24,000",6.3,5.5,7.1
"Texas, Congressional District 15 (113th - current)",Bachelor's Degree,"59,000",15.4,14.2,16.5
"Texas, Congressional District 15 (113th - current)",Graduate Degree,"25,000",6.6,5.8,7.3
"Texas, Congressional District 16 (113th - current)",Not a high school graduate,"51,000",13.7,12.4,14.9
"Texas, Congressional District 16 (113th - current)",High school diploma or GED,"182,000",49.2,46.9,51.5
"Texas, Congressional District 16 (113th - current)",Associate's Degree,"39,000",10.6,9.5,11.6
"Texas, Congressional District 16 (113th - current)",Bachelor's Degree,"69,000",18.6,17.2,19.9
"Texas, Congressional District 16 (113th - current)",Graduate Degree,"29,000",8.0,7.1,8.8
"Texas, Congressional District 17 (113th - current)",Not a high school graduate,"47,000",11.9,10.9,13.0
"Texas, Congressional District 17 (113th - current)",High school diploma or GED,"182,000",46.5,44.7,48.3
"Texas, Congressional District 17 (113th - current)",Associate's Degree,"33,000",8.5,7.7,9.4
"Texas, Congressional District 17 (113th - current)",Bachelor's Degree,"80,000",20.5,19.4,21.7
"Texas, Congressional District 17 (113th - current)",Graduate Degree,"49,000",12.5,11.4,13.6
"Texas, Congressional District 18 (113th - current)",Not a high school graduate,"93,000",21.0,19.6,22.4
"Texas, Congressional District 18 (113th - current)",High school diploma or GED,"211,000",47.7,45.9,49.5
"Texas, Congressional District 18 (113th - current)",Associate's Degree,"34,000",7.7,6.8,8.6
"Texas, Congressional District 18 (113th - current)",Bachelor's Degree,"66,000",14.9,14.0,15.9
"Texas, Congressional District 18 (113th - current)",Graduate Degree,"38,000",8.7,8.0,9.5
"Texas, Congressional District 19 (113th - current)",Not a high school graduate,"53,000",15.3,14.1,16.5
"Texas, Congressional District 19 (113th - current)",High school diploma or GED,"185,000",53.0,51.1,54.8
"Texas, Congressional District 19 (113th - current)",Associate's Degree,"24,000",7.0,6.3,7.7
"Texas, Congressional District 19 (113th - current)",Bachelor's Degree,"57,000",16.4,15.4,17.4
"Texas, Congressional District 19 (113th - current)",Graduate Degree,"29,000",8.4,7.6,9.1
"Texas, Congressional District 20 (113th - current)",Not a high school graduate,"68,000",16.1,14.7,17.5
"Texas, Congressional District 20 (113th - current)",High school diploma or GED,"211,000",50.1,48.2,52.0
"Texas, Congressional District 20 (113th - current)",Associate's Degree,"34,000",8.1,7.2,9.1
"Texas, Congressional District 20 (113th - current)",Bachelor's Degree,"72,000",17.2,15.9,18.4
"Texas, Congressional District 20 (113th - current)",Graduate Degree,"36,000",8.5,7.8,9.2
"Texas, Congressional District 21 (113th - current)",Not a high school graduate,"28,000",6.3,5.3,7.3
"Texas, Congressional District 21 (113th - current)",High school diploma or GED,"165,000",37.0,35.4,38.7
"Texas, Congressional District 21 (113th - current)",Associate's Degree,"36,000",8.1,7.2,9.1
"Texas, Congressional District 21 (113th - current)",Bachelor's Degree,"143,000",32.1,30.8,33.4
"Texas, Congressional District 21 (113th - current)",Graduate Degree,"73,000",16.4,15.3,17.5
"Texas, Congressional District 22 (113th - current)",Not a high school graduate,"38,000",7.4,6.5,8.4
"Texas, Congressional District 22 (113th - current)",High school diploma or GED,"187,000",36.4,34.5,38.2
"Texas, Congressional District 22 (113th - current)",Associate's Degree,"44,000",8.6,7.6,9.6
"Texas, Congressional District 22 (113th - current)",Bachelor's Degree,"150,000",29.1,27.6,30.7
"Texas, Congressional District 22 (113th - current)",Graduate Degree,"95,000",18.5,17.2,19.7
"Texas, Congressional District 23 (113th - current)",Not a high school graduate,"70,000",17.9,16.4,19.3
"Texas, Congressional District 23 (113th - current)",High school diploma or GED,"191,000",48.5,46.5,50.5
"Texas, Congressional District 23 (113th - current)",Associate's Degree,"33,000",8.4,7.5,9.4
"Texas, Congressional District 23 (113th - current)",Bachelor's Degree,"69,000",17.5,16.3,18.8
"Texas, Congressional District 23 (113th - current)",Graduate Degree,"30,000",7.7,6.9,8.5
"Texas, Congressional District 24 (113th - current)",Not a high school graduate,"42,000",8.6,7.8,9.5
"Texas, Congressional District 24 (113th - current)",High school diploma or GED,"166,000",34.2,32.8,35.6
"Texas, Congressional District 24 (113th - current)",Associate's Degree,"34,000",7.1,6.4,7.8
"Texas, Congressional District 24 (113th - current)",Bachelor's Degree,"162,000",33.3,32.0,34.6
"Texas, Congressional District 24 (113th - current)",Graduate Degree,"82,000",16.8,15.9,17.8
"Texas, Congressional District 25 (113th - current)",Not a high school graduate,"38,000",8.6,7.8,9.5
"Texas, Congressional District 25 (113th - current)",High school diploma or GED,"187,000",42.9,41.6,44.2
"Texas, Congressional District 25 (113th - current)",Associate's Degree,"30,000",6.8,6.1,7.6
"Texas, Congressional District 25 (113th - current)",Bachelor's Degree,"120,000",27.4,26.1,28.7
"Texas, Congressional District 25 (113th - current)",Graduate Degree,"62,000",14.3,13.3,15.3
"Texas, Congressional District 26 (113th - current)",Not a high school graduate,"34,000",6.8,6.0,7.7
"Texas, Congressional District 26 (113th - current)",High school diploma or GED,"193,000",38.4,36.7,40.0
"Texas, Congressional District 26 (113th - current)",Associate's Degree,"38,000",7.5,6.8,8.2
"Texas, Congressional District 26 (113th - current)",Bachelor's Degree,"159,000",31.7,30.6,32.9
"Texas, Congressional District 26 (113th - current)",Graduate Degree,"78,000",15.6,14.6,16.6
"Texas, Congressional District 27 (113th - current)",Not a high school graduate,"54,000",14.6,13.3,15.9
"Texas, Congressional District 27 (113th - current)",High school diploma or GED,"210,000",57.1,55.2,59.1
"Texas, Congressional District 27 (113th - current)",Associate's Degree,"30,000",8.2,7.4,9.1
"Texas, Congressional District 27 (113th - current)",Bachelor's Degree,"50,000",13.5,12.5,14.5
"Texas, Congressional District 27 (113th - current)",Graduate Degree,"24,000",6.5,5.8,7.3
"Texas, Congressional District 28 (113th - current)",Not a high school graduate,"83,000",22.8,21.3,24.3
"Texas, Congressional District 28 (113th - current)",High school diploma or GED,"176,000",48.3,46.5,50.2
"Texas, Congressional District 28 (113th - current)",Associate's Degree,"30,000",8.2,7.4,9.0
"Texas, Congressional District 28 (113th - current)",Bachelor's Degree,"55,000",15.2,14.0,16.4
"Texas, Congressional District 28 (113th - current)",Graduate Degree,"20,000",5.5,4.7,6.2
"Texas, Congressional District 29 (113th - current)",Not a high school graduate,"124,000",32.0,30.4,33.5
"Texas, Congressional District 29 (113th - current)",High school diploma or GED,"195,000",50.3,48.3,52.2
"Texas, Congressional District 29 (113th - current)",Associate's Degree,"22,000",5.7,4.9,6.6
"Texas, Congressional District 29 (113th - current)",Bachelor's Degree,"33,000",8.6,7.7,9.6
"Texas, Congressional District 29 (113th - current)",Graduate Degree,"13,000",3.4,2.8,4.1
"Texas, Congressional District 30 (113th - current)",Not a high school graduate,"80,000",19.3,18.0,20.7
"Texas, Congressional District 30 (113th - current)",High school diploma or GED,"215,000",52.0,50.0,54.0
"Texas, Congressional District 30 (113th - current)",Associate's Degree,"23,000",5.6,4.9,6.3
"Texas, Congressional District 30 (113th - current)",Bachelor's Degree,"62,000",15.1,13.9,16.3
"Texas, Congressional District 30 (113th - current)",Graduate Degree,"33,000",8.0,7.1,8.8
"Texas, Congressional District 31 (113th - current)",Not a high school graduate,"33,000",6.8,5.9,7.6
"Texas, Congressional District 31 (113th - current)",High school diploma or GED,"225,000",46.6,44.7,48.5
"Texas, Congressional District 31 (113th - current)",Associate's Degree,"48,000",9.9,9.0,10.8
"Texas, Congressional District 31 (113th - current)",Bachelor's Degree,"119,000",24.7,23.5,25.9
"Texas, Congressional District 31 (113th - current)",Graduate Degree,"58,000",12.0,11.1,12.8
"Texas, Congressional District 32 (113th - current)",Not a high school graduate,"50,000",12.0,10.9,13.1
"Texas, Congressional District 32 (113th - current)",High school diploma or GED,"151,000",36.0,34.3,37.7
"Texas, Congressional District 32 (113th - current)",Associate's Degree,"29,000",7.0,6.2,7.8
"Texas, Congressional District 32 (113th - current)",Bachelor's Degree,"119,000",28.4,27.1,29.7
"Texas, Congressional District 32 (113th - current)",Graduate Degree,"70,000",16.6,15.7,17.5
"Texas, Congressional District 33 (113th - current)",Not a high school graduate,"142,000",37.0,35.3,38.8
"Texas, Congressional District 33 (113th - current)",High school diploma or GED,"176,000",45.9,44.1,47.6
"Texas, Congressional District 33 (113th - current)",Associate's Degree,"16,000",4.2,3.6,4.8
"Texas, Congressional District 33 (113th - current)",Bachelor's Degree,"37,000",9.5,8.5,10.6
"Texas, Congressional District 33 (113th - current)",Graduate Degree,"13,000",3.3,2.8,3.9
"Texas, Congressional District 34 (113th - current)",Not a high school graduate,"83,000",25.4,23.7,27.0
"Texas, Congressional District 34 (113th - current)",High school diploma or GED,"169,000",51.6,49.4,53.7
"Texas, Congressional District 34 (113th - current)",Associate's Degree,"24,000",7.3,6.4,8.2
"Texas, Congressional District 34 (113th - current)",Bachelor's Degree,"39,000",11.9,10.8,12.9
"Texas, Congressional District 34 (113th - current)",Graduate Degree,"13,000",3.9,3.3,4.5
"Texas, Congressional District 35 (113th - current)",Not a high school graduate,"85,000",18.2,16.8,19.5
"Texas, Congressional District 35 (113th - current)",High school diploma or GED,"220,000",47.3,45.6,49.0
"Texas, Congressional District 35 (113th - current)",Associate's Degree,"37,000",7.9,7.0,8.7
"Texas, Congressional District 35 (113th - current)",Bachelor's Degree,"86,000",18.5,17.2,19.7
"Texas, Congressional District 35 (113th - current)",Graduate Degree,"38,000",8.2,7.4,9.0
"Texas, Congressional District 36 (113th - current)",Not a high school graduate,"54,000",13.6,12.5,14.8
"Texas, Congressional District 36 (113th - current)",High school diploma or GED,"222,000",56.5,54.7,58.4
"Texas, Congressional District 36 (113th - current)",Associate's Degree,"40,000",10.1,9.0,11.1
"Texas, Congressional District 36 (113th - current)",Bachelor's Degree,"57,000",14.5,13.4,15.6
"Texas, Congressional District 36 (113th - current)",Graduate Degree,"21,000",5.3,4.7,5.9
"Utah, Congressional District 1 (113th - current)",Not a high school graduate,"27,000",7.2,6.5,7.9
"Utah, Congressional District 1 (113th - current)",High school diploma or GED,"194,000",51.0,49.3,52.6
"Utah, Congressional District 1 (113th - current)",Associate's Degree,"36,000",9.4,8.6,10.2
"Utah, Congressional District 1 (113th - current)",Bachelor's Degree,"84,000",22.2,21.2,23.2
"Utah, Congressional District 1 (113th - current)",Graduate Degree,"39,000",10.2,9.5,10.9
