REGION,Educational Attainment," NUMBER OF PERSONS
AGES 25-64
2017 ","PERCENT OF PERSONS
AGES 25-64
2017","90% CONFIDENCE INTERVAL
(LOWER BOUND OF THE PERCENT)
2017","90% CONFIDENCE INTERVAL 
(UPPER BOUND OF THE PERCENT)
2017"
"Texas, Congressional District 36 (113th - current)",Associate's Degree,"37,000",9.3,8.4,10.2
"Texas, Congressional District 36 (113th - current)",Bachelor's Degree,"50,000",12.6,11.7,13.6
"Texas, Congressional District 36 (113th - current)",Graduate Degree,"19,000",4.8,4.3,5.4
"Utah, Congressional District 1 (113th - current)",Not a high school graduate,"27,000",7.5,6.8,8.2
"Utah, Congressional District 1 (113th - current)",High school diploma or GED,"184,000",50.6,49.1,52.2
"Utah, Congressional District 1 (113th - current)",Associate's Degree,"35,000",9.6,8.8,10.3
"Utah, Congressional District 1 (113th - current)",Bachelor's Degree,"80,000",22.1,21.1,23.1
"Utah, Congressional District 1 (113th - current)",Graduate Degree,"37,000",10.2,9.5,10.9
"Utah, Congressional District 2 (113th - current)",Not a high school graduate,"39,000",10.3,9.3,11.2
"Utah, Congressional District 2 (113th - current)",High school diploma or GED,"175,000",46.6,45.1,48.2
"Utah, Congressional District 2 (113th - current)",Associate's Degree,"37,000",9.8,9.0,10.6
"Utah, Congressional District 2 (113th - current)",Bachelor's Degree,"79,000",21.1,20.1,22.2
"Utah, Congressional District 2 (113th - current)",Graduate Degree,"46,000",12.2,11.3,13.0
"Utah, Congressional District 3 (113th - current)",Not a high school graduate,"18,000",5.1,4.4,5.8
"Utah, Congressional District 3 (113th - current)",High school diploma or GED,"143,000",41.4,40.1,42.7
"Utah, Congressional District 3 (113th - current)",Associate's Degree,"35,000",10.2,9.5,10.9
"Utah, Congressional District 3 (113th - current)",Bachelor's Degree,"101,000",29.3,28.3,30.3
"Utah, Congressional District 3 (113th - current)",Graduate Degree,"48,000",13.9,13.1,14.7
"Utah, Congressional District 4 (113th - current)",Not a high school graduate,"33,000",8.2,7.3,9.0
"Utah, Congressional District 4 (113th - current)",High school diploma or GED,"199,000",48.7,47.1,50.3
"Utah, Congressional District 4 (113th - current)",Associate's Degree,"42,000",10.4,9.6,11.2
"Utah, Congressional District 4 (113th - current)",Bachelor's Degree,"93,000",22.7,21.7,23.7
"Utah, Congressional District 4 (113th - current)",Graduate Degree,"41,000",10.1,9.3,10.8
"Vermont, Congressional District (at Large) (113th - current)",Not a high school graduate,"21,000",6.4,5.8,7.1
"Vermont, Congressional District (at Large) (113th - current)",High school diploma or GED,"148,000",46.0,44.5,47.4
"Vermont, Congressional District (at Large) (113th - current)",Associate's Degree,"29,000",8.9,8.3,9.6
"Vermont, Congressional District (at Large) (113th - current)",Bachelor's Degree,"76,000",23.6,22.6,24.6
"Vermont, Congressional District (at Large) (113th - current)",Graduate Degree,"49,000",15.1,14.2,15.9
"Virginia, Congressional District 1 (113th - current)",Not a high school graduate,"35,000",8.4,7.6,9.2
"Virginia, Congressional District 1 (113th - current)",High school diploma or GED,"191,000",45.4,43.9,46.9
"Virginia, Congressional District 1 (113th - current)",Associate's Degree,"36,000",8.5,7.8,9.2
"Virginia, Congressional District 1 (113th - current)",Bachelor's Degree,"100,000",23.8,22.8,24.8
"Virginia, Congressional District 1 (113th - current)",Graduate Degree,"58,000",13.9,13.1,14.7
"Virginia, Congressional District 2 (113th - current)",Not a high school graduate,"22,000",5.6,5.0,6.2
"Virginia, Congressional District 2 (113th - current)",High school diploma or GED,"184,000",46.9,45.4,48.5
"Virginia, Congressional District 2 (113th - current)",Associate's Degree,"45,000",11.6,10.7,12.4
"Virginia, Congressional District 2 (113th - current)",Bachelor's Degree,"89,000",22.6,21.6,23.7
"Virginia, Congressional District 2 (113th - current)",Graduate Degree,"52,000",13.3,12.5,14.1
"Virginia, Congressional District 3 (113th - current)",Not a high school graduate,"35,000",8.9,8.1,9.8
"Virginia, Congressional District 3 (113th - current)",High school diploma or GED,"210,000",54.1,52.5,55.6
"Virginia, Congressional District 3 (113th - current)",Associate's Degree,"38,000",9.9,9.0,10.7
"Virginia, Congressional District 3 (113th - current)",Bachelor's Degree,"69,000",17.6,16.6,18.7
"Virginia, Congressional District 3 (113th - current)",Graduate Degree,"37,000",9.5,8.8,10.3
"Virginia, Congressional District 4 (113th - current)",Not a high school graduate,"45,000",10.8,10.0,11.6
"Virginia, Congressional District 4 (113th - current)",High school diploma or GED,"208,000",49.7,48.0,51.3
"Virginia, Congressional District 4 (113th - current)",Associate's Degree,"33,000",7.9,7.2,8.7
"Virginia, Congressional District 4 (113th - current)",Bachelor's Degree,"81,000",19.3,18.3,20.2
"Virginia, Congressional District 4 (113th - current)",Graduate Degree,"52,000",12.4,11.5,13.2
"Virginia, Congressional District 5 (113th - current)",Not a high school graduate,"35,000",9.6,8.8,10.4
"Virginia, Congressional District 5 (113th - current)",High school diploma or GED,"186,000",50.7,49.1,52.3
"Virginia, Congressional District 5 (113th - current)",Associate's Degree,"33,000",9.1,8.3,9.8
"Virginia, Congressional District 5 (113th - current)",Bachelor's Degree,"70,000",19.0,18.0,19.9
"Virginia, Congressional District 5 (113th - current)",Graduate Degree,"43,000",11.6,10.9,12.4
"Virginia, Congressional District 6 (113th - current)",Not a high school graduate,"39,000",10.4,9.5,11.3
"Virginia, Congressional District 6 (113th - current)",High school diploma or GED,"191,000",51.4,49.8,53.0
"Virginia, Congressional District 6 (113th - current)",Associate's Degree,"37,000",10.0,9.1,10.8
"Virginia, Congressional District 6 (113th - current)",Bachelor's Degree,"66,000",17.9,16.9,18.9
"Virginia, Congressional District 6 (113th - current)",Graduate Degree,"38,000",10.3,9.6,11.1
"Virginia, Congressional District 7 (113th - current)",Not a high school graduate,"30,000",7.1,6.4,7.8
"Virginia, Congressional District 7 (113th - current)",High school diploma or GED,"180,000",42.8,41.3,44.2
"Virginia, Congressional District 7 (113th - current)",Associate's Degree,"35,000",8.3,7.5,9.0
"Virginia, Congressional District 7 (113th - current)",Bachelor's Degree,"112,000",26.7,25.6,27.8
"Virginia, Congressional District 7 (113th - current)",Graduate Degree,"64,000",15.2,14.3,16.0
"Virginia, Congressional District 8 (113th - current)",Not a high school graduate,"41,000",8.5,7.7,9.4
"Virginia, Congressional District 8 (113th - current)",High school diploma or GED,"111,000",22.9,21.7,24.1
"Virginia, Congressional District 8 (113th - current)",Associate's Degree,"23,000",4.8,4.3,5.4
"Virginia, Congressional District 8 (113th - current)",Bachelor's Degree,"154,000",31.9,30.8,32.9
"Virginia, Congressional District 8 (113th - current)",Graduate Degree,"154,000",31.8,30.9,32.8
"Virginia, Congressional District 9 (113th - current)",Not a high school graduate,"44,000",12.4,11.4,13.4
"Virginia, Congressional District 9 (113th - current)",High school diploma or GED,"197,000",55.2,53.5,56.9
"Virginia, Congressional District 9 (113th - current)",Associate's Degree,"41,000",11.4,10.6,12.3
"Virginia, Congressional District 9 (113th - current)",Bachelor's Degree,"46,000",12.8,11.8,13.8
"Virginia, Congressional District 9 (113th - current)",Graduate Degree,"30,000",8.3,7.5,9.1
"Virginia, Congressional District 10 (113th - current)",Not a high school graduate,"32,000",7.0,6.3,7.7
"Virginia, Congressional District 10 (113th - current)",High school diploma or GED,"132,000",28.7,27.5,29.9
"Virginia, Congressional District 10 (113th - current)",Associate's Degree,"30,000",6.4,5.8,7.0
"Virginia, Congressional District 10 (113th - current)",Bachelor's Degree,"147,000",31.8,30.8,32.9
"Virginia, Congressional District 10 (113th - current)",Graduate Degree,"120,000",26.0,25.0,27.0
"Virginia, Congressional District 11 (113th - current)",Not a high school graduate,"34,000",8.0,7.1,8.8
"Virginia, Congressional District 11 (113th - current)",High school diploma or GED,"121,000",28.4,27.1,29.6
"Virginia, Congressional District 11 (113th - current)",Associate's Degree,"26,000",6.1,5.5,6.7
"Virginia, Congressional District 11 (113th - current)",Bachelor's Degree,"128,000",30.0,29.0,30.9
"Virginia, Congressional District 11 (113th - current)",Graduate Degree,"118,000",27.6,26.6,28.5
"Washington, Congressional District 1 (113th - current)",Not a high school graduate,"20,000",4.9,4.3,5.4
"Washington, Congressional District 1 (113th - current)",High school diploma or GED,"167,000",39.9,38.4,41.3
"Washington, Congressional District 1 (113th - current)",Associate's Degree,"45,000",10.7,9.9,11.5
"Washington, Congressional District 1 (113th - current)",Bachelor's Degree,"119,000",28.5,27.4,29.6
"Washington, Congressional District 1 (113th - current)",Graduate Degree,"67,000",16.1,15.2,16.9
"Washington, Congressional District 2 (113th - current)",Not a high school graduate,"30,000",7.4,6.7,8.2
"Washington, Congressional District 2 (113th - current)",High school diploma or GED,"197,000",49.5,47.9,51.1
"Washington, Congressional District 2 (113th - current)",Associate's Degree,"44,000",11.0,10.1,11.8
"Washington, Congressional District 2 (113th - current)",Bachelor's Degree,"90,000",22.8,21.7,23.8
"Washington, Congressional District 2 (113th - current)",Graduate Degree,"37,000",9.4,8.7,10.0
"Washington, Congressional District 3 (113th - current)",Not a high school graduate,"32,000",8.3,7.5,9.0
"Washington, Congressional District 3 (113th - current)",High school diploma or GED,"200,000",52.5,50.9,54.1
"Washington, Congressional District 3 (113th - current)",Associate's Degree,"45,000",11.8,11.0,12.6
"Washington, Congressional District 3 (113th - current)",Bachelor's Degree,"69,000",18.0,17.0,19.0
"Washington, Congressional District 3 (113th - current)",Graduate Degree,"36,000",9.4,8.7,10.1
"Washington, Congressional District 4 (113th - current)",Not a high school graduate,"73,000",20.9,19.7,22.1
"Washington, Congressional District 4 (113th - current)",High school diploma or GED,"174,000",49.6,47.8,51.4
"Washington, Congressional District 4 (113th - current)",Associate's Degree,"32,000",9.1,8.3,9.8
"Washington, Congressional District 4 (113th - current)",Bachelor's Degree,"46,000",13.0,12.1,13.9
"Washington, Congressional District 4 (113th - current)",Graduate Degree,"26,000",7.5,6.8,8.1
"Washington, Congressional District 5 (113th - current)",Not a high school graduate,"24,000",6.6,5.9,7.4
"Washington, Congressional District 5 (113th - current)",High school diploma or GED,"174,000",48.1,46.5,49.8
"Washington, Congressional District 5 (113th - current)",Associate's Degree,"53,000",14.7,13.7,15.7
"Washington, Congressional District 5 (113th - current)",Bachelor's Degree,"70,000",19.3,18.2,20.3
"Washington, Congressional District 5 (113th - current)",Graduate Degree,"41,000",11.2,10.4,12.1
"Washington, Congressional District 6 (113th - current)",Not a high school graduate,"28,000",7.5,6.7,8.2
"Washington, Congressional District 6 (113th - current)",High school diploma or GED,"191,000",51.6,49.9,53.2
"Washington, Congressional District 6 (113th - current)",Associate's Degree,"42,000",11.4,10.5,12.2
"Washington, Congressional District 6 (113th - current)",Bachelor's Degree,"70,000",19.0,18.0,20.0
"Washington, Congressional District 6 (113th - current)",Graduate Degree,"39,000",10.6,9.8,11.4
"Washington, Congressional District 7 (113th - current)",Not a high school graduate,"20,000",4.4,3.8,5.0
"Washington, Congressional District 7 (113th - current)",High school diploma or GED,"117,000",25.4,24.2,26.7
"Washington, Congressional District 7 (113th - current)",Associate's Degree,"34,000",7.4,6.7,8.1
"Washington, Congressional District 7 (113th - current)",Bachelor's Degree,"173,000",37.6,36.3,38.8
"Washington, Congressional District 7 (113th - current)",Graduate Degree,"117,000",25.3,24.2,26.4
"Washington, Congressional District 8 (113th - current)",Not a high school graduate,"34,000",8.4,7.5,9.3
"Washington, Congressional District 8 (113th - current)",High school diploma or GED,"191,000",47.0,45.5,48.6
"Washington, Congressional District 8 (113th - current)",Associate's Degree,"40,000",9.8,9.0,10.7
"Washington, Congressional District 8 (113th - current)",Bachelor's Degree,"92,000",22.7,21.8,23.7
"Washington, Congressional District 8 (113th - current)",Graduate Degree,"49,000",12.0,11.2,12.8
"Washington, Congressional District 9 (113th - current)",Not a high school graduate,"44,000",9.9,9.0,10.8
"Washington, Congressional District 9 (113th - current)",High school diploma or GED,"158,000",35.8,34.3,37.4
"Washington, Congressional District 9 (113th - current)",Associate's Degree,"42,000",9.5,8.7,10.3
"Washington, Congressional District 9 (113th - current)",Bachelor's Degree,"122,000",27.7,26.6,28.8
"Washington, Congressional District 9 (113th - current)",Graduate Degree,"76,000",17.1,16.2,18.0
"Washington, Congressional District 10 (113th - current)",Not a high school graduate,"31,000",7.8,7.0,8.6
"Washington, Congressional District 10 (113th - current)",High school diploma or GED,"207,000",52.8,51.2,54.5
"Washington, Congressional District 10 (113th - current)",Associate's Degree,"47,000",12.0,11.1,12.9
"Washington, Congressional District 10 (113th - current)",Bachelor's Degree,"72,000",18.4,17.3,19.4
"Washington, Congressional District 10 (113th - current)",Graduate Degree,"35,000",8.9,8.2,9.7
"West Virginia, Congressional District 1 (113th - current)",Not a high school graduate,"25,000",8.2,7.4,9.0
"West Virginia, Congressional District 1 (113th - current)",High school diploma or GED,"178,000",57.5,55.9,59.2
"West Virginia, Congressional District 1 (113th - current)",Associate's Degree,"27,000",8.8,8.0,9.6
"West Virginia, Congressional District 1 (113th - current)",Bachelor's Degree,"47,000",15.2,14.2,16.2
"West Virginia, Congressional District 1 (113th - current)",Graduate Degree,"32,000",10.3,9.5,11.1
"West Virginia, Congressional District 2 (113th - current)",Not a high school graduate,"32,000",10.0,9.0,11.0
"West Virginia, Congressional District 2 (113th - current)",High school diploma or GED,"193,000",59.8,58.1,61.6
"West Virginia, Congressional District 2 (113th - current)",Associate's Degree,"28,000",8.6,7.8,9.4
"West Virginia, Congressional District 2 (113th - current)",Bachelor's Degree,"44,000",13.8,12.8,14.8
"West Virginia, Congressional District 2 (113th - current)",Graduate Degree,"25,000",7.7,7.0,8.5
"West Virginia, Congressional District 3 (113th - current)",Not a high school graduate,"40,000",13.3,12.2,14.5
"West Virginia, Congressional District 3 (113th - current)",High school diploma or GED,"188,000",63.3,61.5,65.1
"West Virginia, Congressional District 3 (113th - current)",Associate's Degree,"19,000",6.4,5.6,7.1
"West Virginia, Congressional District 3 (113th - current)",Bachelor's Degree,"34,000",11.4,10.4,12.4
"West Virginia, Congressional District 3 (113th - current)",Graduate Degree,"17,000",5.6,4.9,6.2
"Wisconsin, Congressional District 1 (113th - current)",Not a high school graduate,"26,000",6.9,6.2,7.6
"Wisconsin, Congressional District 1 (113th - current)",High school diploma or GED,"194,000",51.0,49.5,52.5
"Wisconsin, Congressional District 1 (113th - current)",Associate's Degree,"41,000",10.8,10.1,11.6
"Wisconsin, Congressional District 1 (113th - current)",Bachelor's Degree,"81,000",21.3,20.3,22.3
"Wisconsin, Congressional District 1 (113th - current)",Graduate Degree,"38,000",10.0,9.3,10.6
"Wisconsin, Congressional District 2 (113th - current)",Not a high school graduate,"19,000",4.9,4.3,5.4
"Wisconsin, Congressional District 2 (113th - current)",High school diploma or GED,"152,000",38.5,37.3,39.8
